Date,Open,High,Low,Close,Volume,Daily Return (%),Trading Range,Log Return,Volume × Price
2017-11-09 00:00:00+00:00,1.01086998,1.01327002,0.996514976,1.008180022,358188000,,0.016755044,,361117985.7
2017-11-10 00:00:00+00:00,1.006500006,1.024230003,0.995486021,1.006010056,756446016,-22%,0.028743982,-0.002154679,760992298.9
2017-11-11 00:00:00+00:00,1.005980015,1.02620995,0.995799005,1.008990049,746227968,30%,0.030410945,0.002957811,752936594
2017-11-12 00:00:00+00:00,1.00601995,1.105909944,0.967601001,1.012470007,1466060032,34%,0.138308943,0.003443018,1484341811
2017-11-13 00:00:00+00:00,1.004480004,1.029289961,0.975103021,1.009349942,767884032,-31%,0.05418694,-0.003086395,775063703.2
2017-11-14 00:00:00+00:00,1.005239964,1.013429999,0.996897995,1.006829977,429857984,-25%,0.016532004,-0.002499743,432793904.1
2017-11-15 00:00:00+00:00,1.004580021,1.011630058,1.000249982,1.003180027,449671008,-36%,0.011380076,-0.003631777,451100973.9
2017-11-16 00:00:00+00:00,1.005820036,1.010890007,0.993232012,1.002120018,650278976,-11%,0.017657995,-0.001057207,651657579.1
2017-11-17 00:00:00+00:00,0.995757997,1.011809945,0.995757997,1.00138998,639398016,-7%,0.016051948,-0.000728759,640286766.5
2017-11-18 00:00:00+00:00,1.000650048,1.00917995,0.996339977,1.002310038,588136000,9%,0.012839973,0.000918359,589494616.5
2017-11-19 00:00:00+00:00,1.00237,1.007490039,0.996693015,1.002439976,485752992,1%,0.010797024,0.00012963,486938217.6
2017-11-20 00:00:00+00:00,1.001379967,1.002979994,0.996537983,1.001919985,449595008,-5%,0.006442011,-0.00051886,450458223.7
2017-11-21 00:00:00+00:00,1.003469944,1.011199951,0.988572001,0.99604702,622649024,-59%,0.02262795,-0.005878958,620187704.9
2017-11-22 00:00:00+00:00,0.997426987,1.003399968,0.99278897,1.000149965,499812000,41%,0.010610998,0.004110767,499886954.3
2017-11-23 00:00:00+00:00,0.998658001,1.006340027,0.992238998,0.994630992,735883008,-55%,0.014101029,-0.005533427,731932046.2
2017-11-24 00:00:00+00:00,1.004140019,1.007130027,0.988004029,1.002329946,848627968,77%,0.019125998,0.007710709,850605225.3
2017-11-25 00:00:00+00:00,1.002320051,1.009070039,0.995076001,1.005409956,651987968,31%,0.013994038,0.003068139,655515194.2
2017-11-26 00:00:00+00:00,1.004220009,1.017420053,1.000560045,1.008679986,636451968,33%,0.016860008,0.003247157,641976362.2
